"adviceToOthers","completenessScore","cons","customerSupportRating","easeOfUseRating","functionalityRating","generalComments","globalReviewId","id","incentivized","isAuthenticated","overallRating","profilePictureUrl","pros","reasonForChoosing","reasonForSwitching","recommendationRating","reviewerAnonymityOn","reviewerCompanySize","reviewerFirstName","reviewerIndustry","reviewerJobTitle","reviewerLastName","sourceSite","timeUsedProduct","title","valueForMoneyRating","vendorReply","writtenOn","alternativesConsidered","switchedProducts"
null,0.1665084280305996,"Not being a developer I needed some assistance from our dev team to setup some of the test cases, but I was expecting that. Once setup the automated/recording features helped out alot.",null,1,1,"So far the tool has proved invaluable for testing and development.","Capterra___1699061","1699061","VendorReferredIncentivized",FALSE,1,null,"Easy to configure
Very nice UI, intuitive for users and admins alike.
Cost effective compared to other tools.","Features and pricing were a great value and best overall.
","RTMR did not have all of the features we required for successful testing.",0.9,FALSE,"E","Cesar","93","IT Manager","Rosas","Capterra","FreeTrial","Very Robust easy to use testing tool",null,null,"2019-08-14T17:18:10Z","",""
null,0.31264178059277353,"a bit complex for newbie. like demos and manual would be great for product to reach out to larger user base .",1,1,1,"can't say. but would rate it excellent","Capterra___1699060","1699060","VendorReferredIncentivized",TRUE,1,null,"One of the best automation tools to simulate overloading and automation. great tool.",null,null,1,TRUE,"D","sampath","42","Sr. Applications Programmer","gangishetti","Capterra","FreeTrial","Excellent ",1,null,"2019-08-14T17:16:36Z","",""
null,0.3499906805365844,"There is nothing which I least liked about it. ",1,1,1,null,"Capterra___1699050","1699050","VendorReferredIncentivized",FALSE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/c6b127e411a11c418c88f22cfcf8e970.jpeg","Helps is completing daily repetitive work. Now I do not have to spend hours on my system to run those bulk reports, collaborate and send them. I used Katalon to record the script and since then it is doing all my reporting work and at the same time I can do other important stuffs.",null,null,1,FALSE,"I","Ankur","43","Consultant","Shrivastava","Capterra","LessThan6Months","Time saving automation",1,null,"2019-08-14T17:14:00Z","",""
null,0.2849907514737297,"It could be more friendly looking it has too much options in the screen. Try something cleaner.",0.6,0.8,0.8,null,"Capterra___1699016","1699016","VendorReferredIncentivized",FALSE,1,null,"It is easier than other IDEs for QA work
Tests in groovy",null,null,1,FALSE,"B","Rafael","100","Volunteer","Alves","Capterra","LessThan6Months","Groovy uhu",0.8,null,"2019-08-14T17:01:38Z","",""
null,1,"Not a fan of the Object Repository handling, doesn't do well of detecting dupes, can get quick messy if user of the object spy. The code repository integration is basic, the interface to it not very robust.  Its scripting language is Groovy, which is not as popular as others.",null,1,0.8,"We had very little test automation in place, and actually was using as an intern till the ""purchased"" product was up to speed. It surpassed my expectations  the more I used it. Very reliable, easy to maintain and update. Was able to build out a decent library of smaller reusable modules, that have greatly decreased the time it takes to create new testcases. It took the frustration out of tool itself, making it enjoyable to work in. ","Capterra___1699010","1699010","VendorReferredIncentivized",FALSE,1,null,"Very fast to get up and running. Fits a variety level of users, flexible enough to allow advanced users to pretty much setup how they please at the same time enough of all the base needs for the new user.  With it being free product, they update it regularly and are very attentive to user requests.  Their application is actually fun to use. The setup and options are intuitive. Not hard to figure out how to do and implement even more complex, complicated operations with custom code. Very portable. The install being as isolated from the code, can easily install on another machine, and open project and be running tests, no special build, or install requirements to do this as I've seen in other tools.","At the time we were reviewing products, Katalon was only on version 3, which lacked a lot of the features we were looking for and its reliability was as good as it is now in the later versions, 5 and up. There was also the concern of being free, how long would it exist, or be supported, and also Groovy being the only language it supported was a concern, since none of our in house development had experience working with Groovy.",null,1,FALSE,"E","Monica","38","QA Analyst","Standifer","Capterra","LessThan2Years","Katalon Studio, great tool to get introduced to Testing Automation, as well experienced users",1,null,"2019-08-14T16:57:41Z","",""
null,0.4034952950359915,"Record mobile option has an issue with sync from the real physical device.  The side navigational window sometimes not sync instantly. It requires to refresh the screen.",null,1,0.8,"Dependency Management- Maven should include
Faced the problem to connect the app in Dev environment through VPN to real devices in the cloud.
","Capterra___1698969","1698969","VendorReferredIncentivized",FALSE,1,null,"Creating a Project that includes all common features. Also, TestOps area as well which allows integration of all new technologies/tools.","User-friendly and creating and managing test cases is simple.",null,0.9,FALSE,"D","Mohammad","96","QA Automation Engineer","Iqbal","Capterra","FreeTrial","Katalon Studio: Compare Testing Efforts ",null,null,"2019-08-14T16:35:03Z","",""
null,0.32680425161061427,"Nothing to complaint about so far. Everything works well at the moment.",null,0.8,1,"So far the experience is very good, there is a learning curve for sure but it's worth the time.","Capterra___1698958","1698958","VendorReferredIncentivized",FALSE,1,null,"Tests can conducted easily and lot of drivers supported like Database (MySQL), and also you can write in Java which is great",null,null,0.9,FALSE,"D","Hesham","112","Software Engineer","Mohamed","Capterra","LessThan12Months","Katalon is a great tool for Web tests automization",null,null,"2019-08-14T16:29:21Z","",""
null,0.303444287886418,"I hope Katalon add more extension or integration with another DevOps platform -for example Azure DevOps. ",1,0.8,0.8,null,"Capterra___1698944","1698944","VendorReferredIncentivized",FALSE,0.8,null,"I love on how Katalon make Web Performance Testing so easy which the help of UI during recording. ",null,null,0.8,FALSE,"H","MOHD","96","Software Engineer","SYAFISHAM","Capterra","LessThan6Months","Katalon Make Works Easy",0.8,null,"2019-08-14T16:22:01Z","",""
null,1.17,"I have to keep check of the Chrome versions that the tool supports!
",1,1,0.8,"Easy to get onboarded and start of with automation of tests.
The level of coding expertise required to start test automation is comparatively low.","Capterra___1698858","1698858","VendorReferredIncentivized",FALSE,1,null,"The ability to integrate with the latest & most generally used tools for deployments & development.",null,"The ready-to-use framework and ease of integration available with Katalon Studio",1,FALSE,"I","Bhavani","96","DevOps Engineer","Naik","Capterra","LessThan2Years","The 'Does it All' tool!",null,null,"2019-08-14T15:54:57Z","","Qualitia"
null,1.22,"You guys are making improvements on your reporting tool, but it used to be a major headache. Other than that, no major headaches. ",null,0.6,1,"We have managed to fill in the gaps that Postman has left wide open in being able to share reports with teammates, using BDD/Cucumber in API testing, and being able to integrate with Jira. To be able to produce anything similar with postman would require tons of custom Node.js which would be difficult to use for our less technical team members. ","Capterra___1698821","1698821","VendorReferredIncentivized",FALSE,0.8,null,"What I like about this software is the fact that I can perform API, Web UI, and Mobile Applications testing all in one suite. I like the fact that the software is based on Eclipse, Java, and Selenium, and comes with all the drivers ready to go. It makes life easier for me who have to deal with a lot of the more technical components, but allows others on our team, who aren't as technical, drag and drop my scripts using the UI provided. I like the fact that the software encourages the Page Object Model and also makes Cucumber much easier. ","The ability to bundle API automations and UI automations in one suite. Allows technical team members to write Automations in Selenium and JUnit assertions while allowing non technical team members to drag and drop scripts to make automations. ","Ease of producing reports, ease of organizing API endpoints, and reusability, JIRA integration, ease of use for less technical team members. ",1,FALSE,"C","keith","43","QA Automations Engineer","bryant","Capterra","LessThan6Months","Makes life easy",1,null,"2019-08-14T15:46:38Z","Postman, QMetry","Postman"
null,0.2790671463863276,"first time setup took some time, but finally figured out",1,1,1,"I loved it compare to Selenium.","Capterra___1698809","1698809","VendorReferredIncentivized",FALSE,1,null,"its very user friendly  & ease to setup & use",null,null,0.9,FALSE,"G","hetal","75","QA lead manager","gujarati","Capterra","FreeTrial","awesome",1,null,"2019-08-14T15:43:25Z","",""
null,0.4238693572809061,"integrations
Support  unless you pay for it
",0.8,1,1,"Our QA department use Katalon everyday for automation testing, so the tool is very powerful. ","Capterra___1698802","1698802","VendorReferredIncentivized",TRUE,0.8,"https://cdn0.capterra-static.com/profile-images/linkedin/3d0649ad29758d076652c09b552752ba.jpeg","Open Source 
Nice GUI
Easy to use 
Documentation ","Open source, GUI and Documentation",null,0.9,TRUE,"C","Edison","43","IT ","Salas Serrano","Capterra","LessThan12Months","Best Open Source Studio for QA",1,null,"2019-08-14T15:41:11Z","",""
null,0.7509626560759487,"One thing that Selenium had handled well was the conversion of HTML recorded tests to JUnit specifically which is something that seems absent from Katalon, and the conversion between the Browser Plugin recording and the tests created in the IDE seem to be incompatible. Memory does seem to be an issue, as I have trouble running Katalon along with other Java-based IDEs. I have also had trouble recording objects in the IDE, where certain form objects (e.g. select/combo boxes) use the contents as the default name, and in my case, caused the object name to exceed the character limit. forcing me to rename all my objects and keep track of what I had named them, which was a bit tedious. Also, the integration with Jenkins seems confusing.",0.8,0.8,1,"Great, Katalon is a very powerful and flexible testing product, that I am able to use for most of my API's regardless of the language or technology I use.","Capterra___1698792","1698792","VendorReferredIncentivized",FALSE,0.8,null,"I really like that Katalon is both similar to using Selenium and Quick Test pro. This is a fantastic marriage of the best features those products offered separately. It is also great to be able to save objects into a reusable repository and to be able to save request/responses and global variables. It makes it easier than trying to maintain request in files on your system. The use of Groovy, similar to QTP using VBScript, makes it easy to run tests in a more programmatical manner, allowing for loops and conditionals. Overall I find it extremely useful and I have recommended it to and prepared a training video for everyone on my team",null,null,1,FALSE,"H","Robert","8","Software Engineer III","Greathouse","Capterra","LessThan12Months","Great tool for testing your development",1,null,"2019-08-14T15:39:16Z","",""
null,0.4271626563211755,"We have a couple of windows programs. Katalon Studio seems can't build test cases for those programs.",null,0.6,0.8,"Our team had an excellent experience with Katalon Studio and use it in following ways:
1. it is  used to generate automated test cases. our business clients run these test cases either in Google Chrome or Firefox without running into any issues.
2. It is used to create .NET test scripts that can be executed standalone and integrated with our Jenkins pipeline.","Capterra___1698771","1698771","VendorReferredIncentivized",FALSE,0.8,null,"This tool helps us to build automation testing process that is integrated with JenKins release pipelines. Not like other products once a test case is recorded in Katalon it can play back with few changes in script. ",null,null,0.9,FALSE,"E","Joyce","96","Application Architect","She","Capterra","LessThan12Months","an useful tool to build automation testing",0.8,null,"2019-08-14T15:32:19Z","",""
null,0.40408265636712976,"Need more mobile compatibility
Need more mobile specific plugins
Mobile Identification can be improved",1,1,1,null,"Capterra___1698768","1698768","VendorReferredIncentivized",FALSE,1,null,"Easy to use
Easy to maintain
Love the reporting",null,null,1,FALSE,"D","Rifat","53","Automation Engineer","Karim","Capterra","LessThan12Months","Great Product",1,null,"2019-08-14T15:31:29Z","",""
null,0.5486407327528359,"- In some of the scenarios, unable to use selenium feature of Fluent Wait which was urgently required.
- Less usage of scripting language.",null,1,0.8,null,"Capterra___1698764","1698764","VendorReferredIncentivized",FALSE,0.8,null,"- Very much user friendly.
- Easier to identify the web elements with suitable locators.
- Built-in environment provided with writing Keywords, Listeners etc. for ease of work.
- Easy to use for the beginners (with its features of record & play) who have just been introduced to Automation.
- Veru much friendly reports after execution of Test Case, Test Suites or Test Suite Collection.",null,"User Friendly",0.9,FALSE,"E","Sweta","129","Senior QA Engg.","Gupta","Capterra","LessThan12Months","Katalon as User Friendly Tool for Automation Testing",null,null,"2019-08-14T15:29:40Z","",""
null,1.23,"Mobile UI automation is quite tough to setup. Android automation, once we make a script using the a particular mobile using the recorder, we were not able to use it on another model phone. When recording, the ids which the Katalon Studio is creating were changing for the next phone and hence it is not recognizing the on other phones. 

On the Iphone UI automation, most of the Iphones are not getting recognized. We spent 2 months on doing research and it is pretty inconsistent. Finally we moved just to Appium and manually create the scripts which is the reliable solution from years.",0.6,0.8,0.4,"API Automation - It is good
UI Automation - Not good","Capterra___1698755","1698755","VendorReferredIncentivized",FALSE,0.6,"https://cdn0.capterra-static.com/profile-images/linkedin/061010220e08b289b88d0c7c865861fd.jpeg","Well organized and easy to use. For APIs its straight forward","Open source and appeared easy at the beginning but later for UI Automation it is the toughest to set it up","Mobile UI automation is quite tough to setup. Android automation, once we make a script using the a particular mobile using the recorder, we were not able to use it on another model phone. When recording, the ids which the Katalon Studio is creating were changing for the next phone and hence it is not recognizing the on other phones. 

On the Iphone UI automation, most of the Iphones are not getting recognized. We spent 2 months on doing research and it is pretty inconsistent. Finally we moved just to Appium and manually create the scripts which is the reliable solution from years.",0.5,FALSE,"B","Kumar","103","writer","S","Capterra","LessThan12Months","Good tool for API Automation but not so good for mobile UI",0.4,null,"2019-08-14T15:25:33Z","","Appium"
null,1.12,"Integration with Zephyr test management on Jira is missing. This is very much required as per Katalon test users. But not sure whey team have not come up with solutions for this. I hope they come up ASAP. ",1,1,1,null,"Capterra___1698749","1698749","VendorReferredIncentivized",FALSE,1,null,"It is FREE to use. earlier days testers used to develop frameworks using program language like Java, C sharp and etc. This use to take a huge effort and there was no standard in developing frameworks. because of inconsistency in the framework, the main focus of testers uses to go to maintain the framework rather use it productively. Katalon is completed filled the gap in the test automation world. And also, given much more powerful features accelerate test automation development and its usage. 

The simplicity of the tool. easy to learning. Productivity. knowledge base. It can integrate all CI and CD tools in the market. ",null,"Katalon allows me to start the automation test the moment you install the tool in the machine. It takes a complete effort in a designing framework and juggles around data-driven challenges and etc. ",1,FALSE,"F","Hari","96","Test Architect","Test Architect","Capterra","MoreThan2Years","True the best test automation tool in today testing market",1,null,"2019-08-14T15:24:10Z","",""
null,0.4070827228586206,"Not Open source is my biggest con. And does not support more browsers.",null,0.8,0.8,null,"Capterra___1698738","1698738","VendorReferredIncentivized",FALSE,0.8,null,"I picked up Katalon as pasrt of a POC and then decided to try it. Its customizable, cross-platform. Documentation is good.",null,null,0.9,FALSE,"G","Sharath Babu","4","Quality Engineer IV","W S Reddy","Capterra","MoreThan2Years","Katalon Studio Basic Review",null,null,"2019-08-14T15:21:56Z","",""
null,1,"1- you can not open more than one project at a time
2- it's very heavy, it consumes a lot of resources. I think it could be improved in terms of RAM and CPU management. 
3- katalon analytics needs more improvement, there are some issues in the UI.
4- the logging motor can be better, right now is very unusual if you run multiple test suites at a time with suite collection and try to watch the logs for each and every test suite, you get lost and it's hard to know even when it finished executing. 
5- The Katalon Studio UI  (at least mac version) it's complicated to use when you create a Request, it's hard to define the variables and params since the components used are very archaic, some time you think you save (according to the common behavior in most of the tool) but you actually dont and lost all changes. That can be improved.
6- The way Katalon manage the project files etc. it's very complicated to deal with those non-sense files (for end user) and the repos, it generates a lot of conflicts everytime.",null,1,1,"Despite I've had to deal with many issues using Katalon Studio, I think it is a great tool with a lot of potentials that need to mature. That's why I bet for Katalon Studio instead of other tools like ReadyAPI. ","Capterra___1698726","1698726","VendorReferredIncentivized",FALSE,0.8,null,"1- that you can use cucumber scripts along with groovy for automating test cases
2- Katalon Analytics is great",null,"the value-added with the cucumber scripts for QA automation.",0.7,FALSE,"G","Rene","96","Automation Engineer","Rubio","Capterra","LessThan6Months","Good option for automation",null,null,"2019-08-14T15:18:20Z","Postman, Noterro","SoapUI"
null,0.3696793698939994," Page Object Model is an issue and open-source tools many things are difficult to find, I suppose to have a good community.",1,0.8,0.8,"Good for Tester with minimum technical knowledge (Programming Language).","Capterra___1698713","1698713","VendorReferredIncentivized",FALSE,0.8,null,"I find it very easy to use, its good for a tester who doesn't have much technical knowledge. As it is free I can try many things and once comfortable I will go for the license version.","Usage and user-friendly.",null,0.9,FALSE,"C","Arun","96","QA Lead","Pal","Capterra","LessThan6Months","Usage of Katalon Studio",1,null,"2019-08-14T15:14:58Z","",""
null,0.18991367369576484,"""Advanced"" user documentation wasn't the greatest and I couldn't find some features that I would like. ",1,0.8,0.8,"It is great.","Capterra___1698712","1698712","VendorReferredIncentivized",FALSE,0.8,null,"I liked the ease for non developers to understand and start automating.","Ease of use.",null,0.8,FALSE,"D","Justin","20","TechOps","Jones","Capterra","LessThan12Months","Katalon Studio is Great",1,null,"2019-08-14T15:14:26Z","",""
null,0.2024043949120757,"A bit of a learning curve to use
Not all code is easily scripted",null,0.8,0.8,"Katalon Studio helps us achieve our goals for automating testing. It allows us to make it repeatable and allows for better quality. It is a part of our deployment process now.","Capterra___1698688","1698688","VendorReferredIncentivized",FALSE,1,"https://cdn0.capterra-static.com/profile-images/linkedin/122d41979924f9cff2602b2f3db68ec4.jpeg","Automated testing for multiple browsers
Repeatable process ",null,null,0.8,FALSE,"A","Jim","96","Owner","Manson","Capterra","LessThan12Months","Katalon Studio can save the day!",null,null,"2019-08-14T15:04:01Z","",""
null,0.15929659790939732,"The cost was the biggest challenge for me. ",null,1,1,null,"Capterra___1698685","1698685","VendorReferredIncentivized",FALSE,1,null,"Intuitive, great clear and concise documentation and easy to get up and running. ","Overall had a better experience. ",null,0.8,FALSE,"I","Kelsey","28","Senior Lead QA Engineer","Lisenbe","Capterra","FreeTrial","Great tool, easy to get up and running",0.6,null,"2019-08-14T15:03:28Z","",""
null,0.44601772865957884,"As I am software Tester, I found only one bug into Product.
1. We can not modify the name of Test Object. When I tried to changed name then it through error message but when I closed and re-open Katalon then the Test object name is changed. Otherwise product is absolutely best to use",1,1,1,"Easy to Understand, Easy to implement. Everything is EASY EASY :)","Capterra___1698651","1698651","VendorReferredIncentivized",FALSE,1,null,"I love the in build architecture of Katalon. It is a bunch of everything. Just call keywords and do whatever you want to automate :)",null,null,1,FALSE,"F","Aniruddha","96","Automation Tester","Mayekar","Capterra","LessThan2Years","Superb Product to learn Automation",1,null,"2019-08-14T14:53:12Z","",""
null,0.18850994811582542,"have to Google Chrome browser or Firefox, it does not seem to work IE",0.8,0.8,0.8,"overall it is easy to learn and use","Capterra___1698609","1698609","VendorReferredIncentivized",FALSE,0.8,null,"can be combined to use with Katalon Recorder",null,"TestComplete does not seem to work with SAP individual fields",0.8,FALSE,"I","Holly","92","analyst","Hu","Capterra","FreeTrial","demo verison easy to use",0.8,null,"2019-08-14T14:35:45Z","",""
null,0.8014177667512962,"Newer version of Katalon Studio has moved some of the free features to paid (ex. Jira integration)
Capturing objects, scripting and execution time on mobile apps must be improved
Multilevel API calls are not efficient compared to tools like SoapUI, Postman etc..
Report cannot be customized
Desktop app automation not available


",null,0.8,0.8,null,"Capterra___1698597","1698597","VendorReferredIncentivized",FALSE,0.8,null,"Easy to setup 
Easy to use UI - Objecy Spy, Recorder, Keyword and Script view, debugging, Integration with GIT etc.., 
Easy to learn - Built in keywords, framework, simple external data integration, record and play back
Advanced Capabilities - Multi browser, parallel execution, command line execution, record / spy mobile applications, API etc..,",null,null,0.8,FALSE,"H","Arun","41","Automation QA Lead","Damodaran","Capterra","LessThan2Years","Katalon Studio - Free, Easy to Use, Best UI for Web, Mobile and API automation ",0.6,null,"2019-08-14T14:33:27Z","","Leapwork"
null,0.045656671222943146,"Haven't explored much, but would like to explore. No issues found.",null,1,0.8,null,"Capterra___1698583","1698583","VendorReferredIncentivized",FALSE,1,null,"Ease of use, it was easy to code Selenium scripts for our automation efforts.",null,null,0.9,FALSE,"I","Kashish","31","Supervisor","Narula","Capterra","FreeTrial","Good one",null,null,"2019-08-14T14:26:15Z","",""
null,0.6516988184338511,"Difficult with dynamic id's and when we try to build a suite of tests the results are not the real ones. Example: 10 tests individually they pass when I try a build them all in a suite 80% of them fail. This is very boring.",1,1,1,null,"Capterra___1698562","1698562","VendorReferredIncentivized",FALSE,1,null,"This software was chosen by me because it's so simple and intuitive to use!
Everyone can use it if it doesn't now programming! Love it!","It's much easier to use than the others",null,1,FALSE,"H","Sara","4","QA","Monteiro","Capterra","LessThan12Months","Amazing!",0.8,null,"2019-08-14T14:21:31Z","Qualitia, AMS Protractor",""
null,0.5611788270391859,"Minimal or zero angular support
No reporting at test case level
Should support multiple language to write test cases and keywords
Should support the script execution without installing Katalon",0.8,1,1,"Overall experience is 9/10.
I suggest to the people who are going to start automation on selenium, mobile or web testing to try this product","Capterra___1698557","1698557","VendorReferredIncentivized",FALSE,1,null,"1-Less configuration.
2- One automation developer for 10 manual.people to automate the scenarios.
3- Easy to Use and understand
4- Good community support
5- can import existing selenium.project
6- gives freedom to customize based on needs/requirement
7- Very good reporting structure
8- support to webservices,mobile testing,UI testing in one suite
9- Easy to start from manual tester pe respective
10- Many browser support
11- good and easy debugging process
12- Parallel Execution
13- Junit support
14- Easy intregation to jenkinn,slack,git hub and other tools
15- Test suite collection is very good feature
16- Good customized plug in development support
17- Very detailed online learning documents
Overall good tool for the people who are already working on selenium and want to start automation
7- ","Mentioned in pros part","Mentioned in pros part",0.9,FALSE,"I","Prabhat","96","Technical QA Lead","Kumar","Capterra","LessThan6Months","Katalon  > one of the best",0.8,null,"2019-08-14T14:20:20Z","","Qualitia"
null,0.4276055073164769,"I'm still new, but I would like to store my own data and be able to populate my own data that defines my test cases.  I would like to automate as much as I can including the generating the actual script instead of manually creating it or copying it and editing.  I would like a framework that allows me to setup a structure and then get it populated by external data.",null,0.8,0.6,"Overall the product was easy to learn and implement.  I think that it is well suited for small projects with few test cases or larger products with minimal changes.  However it might more a lot of work to maintain your various test cases if you have a lot of changes.  Changes to the GUI, changes to the data that resides on the screen.","Capterra___1698547","1698547","VendorReferredIncentivized",FALSE,0.8,null,"The ability that there is a GUI and a scripting language.  Gives the user the ability to write using either interface and allows those that are less experienced an easy way of getting into the tool easily","The price, the ability to have access to both the scripting and the GUI and the base that it was built on.",null,0.8,FALSE,"G","Steve","75","Integration Architect","Harvancik","Capterra","LessThan6Months","A nice test automation tool that provides an easy entry into the automated testing.",1,null,"2019-08-14T14:17:38Z","",""
null,0.469645548687622,"the reporting of execution can be difficult to read and follow",1,1,1,null,"Capterra___1698535","1698535","VendorReferredIncentivized",FALSE,1,null,"its so easy to launch and create the tests with minimum required knowledge and effort.

also brilliant for api testing",null,null,1,FALSE,"B","Amol","4","QA","Aridas","Capterra","LessThan2Years","Amazing tool for automation",1,null,"2019-08-14T14:09:11Z","",""
null,0.3246855488121339,"I couldn't find much information about how to test API. Just an official post talking about how to do a service test but very basic.",0.6,0.8,0.8,null,"Capterra___1698524","1698524","VendorReferredIncentivized",FALSE,0.8,null,"I could replicate the postman request in Katalon and I could test my API. So is an excellent way to learn how to automate serivices.",null,null,0.8,FALSE,"H","Leandro","96","QC Analyst","Barrios","Capterra","LessThan6Months","The best way to learn automation",1,null,"2019-08-14T14:02:53Z","",""
null,0.8344055488301779,"A little cumbersome to setup all the needed plugins. Until everything is configured just right, you will run in to errors here and there that take time to troubleshoot. 
Test case navigation/folder structure could use a few more options and customization capabilities to be able to sort things better. 
Automatic centralized location for code and test case storage (similar to ALM) would be great. Having to commit and pull code each time from different stations is cumbersome. To schedule remote execution you must make sure the machine pulled latest code which is an issue if execution and development PCs are different.",null,0.8,1,"Overall the tool has many good functions and capabilities. Pros, outweigh cons in a major way.
Pricing structure and support is excellent. ","Capterra___1698522","1698522","VendorReferredIncentivized",FALSE,1,null,"Somewhat  easy to get started (see cons), Git integration, beginner and expert modes. Ability to export and continue with other IDEs if desired to go outside of the tool (not locked in to it forever).
Plenty of information on the web to troubleshoot and ask questions (unlike our previous tool). 
May frequent updates and feature releases.",null,"Availability of information online without having to contact Katalon support each time was a big factor. Price, development  speed and ease of use were extremely important as well. 
Ability to take scripts outside of the tool and not being forever locked in to it was a great incentive.
",0.8,FALSE,"F","Mike","96","QA Manager","Gorelov","Capterra","LessThan12Months","Good product and great alternative",null,null,"2019-08-14T14:01:55Z","",""
null,0.49188554883925273,"The IDE freezes frequently, so while working we may have to restart the ide several times.",null,0.8,0.8,"The overall experience very good as a newby can easily get the idea how to work the ide without prior knowledge of selenium.","Capterra___1698521","1698521","VendorReferredIncentivized",FALSE,1,null,"The Test case design strategy, Report and the locator strategy",null,null,1,FALSE,"D","Abhishek","4","Senior Test Engineer","Kumar","Capterra","LessThan2Years","The best Freeware Automation Tool",null,null,"2019-08-14T14:01:45Z","",""
null,0.19212343581563118,"We used Katalon to automate some mobile apps we have and unfortunately you can only test iOS apps in a MAC, but we didn't have one. It would be great to have the option to test Android and iOS in Windows",null,0.8,0.8,null,"Capterra___1698517","1698517","VendorReferredIncentivized",FALSE,0.8,"https://cdn0.capterra-static.com/profile-images/linkedin/4a4d89e62a3f235624d90904edef45d4.jpeg","Helps you accelerate the way you automate, thanks to the IDE and the integrations it already has to another libraries. If you, like in my case, have coded with selenium, will find Katalon very easy to use.

The support from the community is another plus, because if you have an issue during your testing process, is very easy to find answers and guidelines.",null,null,0.7,FALSE,"D","Mauricio","4","QA Lead","Arroyave Panesso","Capterra","FreeTrial","Next Step in your automation process",null,null,"2019-08-14T14:00:19Z","",""
null,0.5896967691900841,"I love the software and keep recommending it to other teams at my work, but the problem is Katalon is not stable and every day I see a new issue.  For example, I have 6.3.1 now and noticed the capability to create report after running Test Suit is gone.  This was one of the most feature to publish the report of the result by email or saved it as any desired format. The other big issue with recent releases is the 'Test Suit collection' can not be executed.  In addition, there are not much information about how to use the proxy specially with testing you need to set up the proxies in order to run your tests.",0.4,0.6,0.6,"it's Ok but I wish it was more efficient automation software to use and count on for long term","Capterra___1698513","1698513","VendorReferredIncentivized",FALSE,0.4,null,"the fact that it's very user friendly no need to know coding, and very useful for all they ",null,"It keep changing and dropping good features and solving the most important issue like the ease of using Proxy, generating report and emailing it to the whole team or higher management within the company, and many other issues....",0.6,FALSE,"F","Sara","118","Sr. Test Engineer","Tavakolian","Capterra","LessThan6Months","I wish things were stable in Katalon and they would provide more support to address the issues",0.8,null,"2019-08-14T13:59:09Z","",""
null,0.14868343612916257,"Troubleshooting and debugging some issues",null,0.8,0.8,null,"Capterra___1698492","1698492","VendorReferredIncentivized",FALSE,0.8,null,"Easy to use
Easy setup and installation
Online forums",null,null,0.8,FALSE,"F","deepika","96","Analyst","koya","Capterra","FreeTrial","Easy to use",null,null,"2019-08-14T13:49:03Z","",""
null,0.455512215954121,"- IDE has lots of room for improvement
- Some basic bugs have been present for a while now",0.6,0.6,0.8,"The tool makes it easy for us to automate sytems integration tests that need to be run daily, so we can catch any integration problems we might have in our ecosystem.","Capterra___1698487","1698487","VendorReferredIncentivized",TRUE,0.8,"https://cdn0.capterra-static.com/profile-images/linkedin/36bfb603d7c5a507de1a39a58c69ef45.jpeg","- Free
- Web UI and API testing made easy
- Framework approach
- Extensibility",null,null,1,TRUE,"I","Joao Paulo","96","Test Automation Engineer","de Araujo","Capterra","LessThan12Months","Undoubtedly the best solution out there",1,null,"2019-08-14T13:44:39Z","",""
null,0.7452455494017524,"1. Uses more System memory
2. Proposals will not be displayed properly
3. Any errors while developing a script are not displayed. Only when we run we get the errors in the console
4. Some of the jars are very old and those are not updated in the library",null,1,1,"Able to complete the business cases very fast","Capterra___1698476","1698476","VendorReferredIncentivized",FALSE,0.8,null,"1. Parallel Execution
2. Developing the scripts in different modes
3. Keywords concept
4. Katalon Analytics
5. Maintaining Objects easily and customizable with different locators
6. Test Listeners helps a lot
7. Plugins concept is really awesome. Saves a lot of time
8. Regular updates from the team
9. Quick response from Katalon Community and Katalon developers","Very easy to use and very comfortable ","Very easy to use and very comfortable and all the options which Katalon team has provided are really awesome",1,FALSE,"G","Sudheer","96","Sr.QA","D J","Capterra","MoreThan2Years","Awesome product for doing Automation",null,null,"2019-08-14T13:40:05Z","",""
null,0.47881888287129726,"1. Need more documentation and support
2. Scripts Not capturing when Lots of Iframes are involved but Katalon Recorder extension captures iframes
3. Need support for Enterprise Browser",0.8,1,1,null,"Capterra___1698466","1698466","VendorReferredIncentivized",FALSE,1,null,"1.   Script Recording 
2. Ease to Code in Groovy
3. Inbuilt Object Repository
4. Cool Report",null,"This tool works on Handhelds and our testing is made easy on chrome browser . ",1,FALSE,"D","Cecil","27","Automation Developer","Tom","Capterra","LessThan12Months","Automation Made Easy :)",0.8,null,"2019-08-14T13:34:28Z","",""
null,0.3362722162300143,"Mobile testing is a little bit tricky yet.",0.8,1,1,"It saves me a lot of time in test and allows me to make more time to complete other tasks. Katalon makes me a more productive tester.","Capterra___1698464","1698464","VendorReferredIncentivized",FALSE,1,null,"Very easy to create a test automation. My favorite feature is record a test flow and also customize the script for booleans, conditions, and others. ",null,null,1,FALSE,"H","Cristian","41","QA ","Gutierrez","Capterra","LessThan6Months","Extremely Useful and User Friendly",1,null,"2019-08-14T13:34:06Z","",""
